naics,naics_title,sic,sic_description
314910,Textile Bag and Canvas Mills ,3069,"Fabricated Rubber Products, Nec"
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",2296,Tire Cord and Fabrics
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",2298,Cordage and Twine
314999,All Other Miscellaneous Textile Product Mills ,2299,"Textile Goods, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2311,Men's and Boy's Suits and Coats
314999,All Other Miscellaneous Textile Product Mills ,2321,Men's and Boy's Furnishings
314999,All Other Miscellaneous Textile Product Mills ,2322,Men's and Boy's Underwear and Nightwear
314999,All Other Miscellaneous Textile Product Mills ,2323,Men's and Boy's Neckwear
314999,All Other Miscellaneous Textile Product Mills ,2325,Men's and Boy's Trousers and Slacks
314999,All Other Miscellaneous Textile Product Mills ,2326,Men's and Boy's Work Clothing
314999,All Other Miscellaneous Textile Product Mills ,2329,"Men's and Boy's Clothing, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2331,Women's and Misses' Blouses and Shirts
314999,All Other Miscellaneous Textile Product Mills ,2335,"Women's, Junior's, and Misses' Dresses"
314999,All Other Miscellaneous Textile Product Mills ,2337,Women's and Misses' Suits and Coats
314999,All Other Miscellaneous Textile Product Mills ,2339,"Women's and Misses' Outerwear, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2341,Women's and Children's Underwear
314999,All Other Miscellaneous Textile Product Mills ,2341,Women's and Children's Underwear
314999,All Other Miscellaneous Textile Product Mills ,2342,"Bras, Girdles, and Allied Garments"
314999,All Other Miscellaneous Textile Product Mills ,2353,"Hats, Caps, and Millinery"
314999,All Other Miscellaneous Textile Product Mills ,2353,"Hats, Caps, and Millinery"
314999,All Other Miscellaneous Textile Product Mills ,2361,"Girl's and Children's Dresses, Blouses"
314999,All Other Miscellaneous Textile Product Mills ,2361,"Girl's and Children's Dresses, Blouses"
314999,All Other Miscellaneous Textile Product Mills ,2369,"Girl's and Children's Outerwear, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2369,"Girl's and Children's Outerwear, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2371,Fur Goods
314999,All Other Miscellaneous Textile Product Mills ,2371,Fur Goods
314999,All Other Miscellaneous Textile Product Mills ,2381,Fabric Dress and Work Gloves
314999,All Other Miscellaneous Textile Product Mills ,2381,Fabric Dress and Work Gloves
314999,All Other Miscellaneous Textile Product Mills ,2384,Robes and Dressing Gowns
314999,All Other Miscellaneous Textile Product Mills ,2384,Robes and Dressing Gowns
314999,All Other Miscellaneous Textile Product Mills ,2385,Waterproof Outerwear
314999,All Other Miscellaneous Textile Product Mills ,2385,Waterproof Outerwear
314999,All Other Miscellaneous Textile Product Mills ,2386,Leather and Sheep-lined Clothing
314999,All Other Miscellaneous Textile Product Mills ,2386,Leather and Sheep-lined Clothing
314999,All Other Miscellaneous Textile Product Mills ,2387,Apparel Belts
314999,All Other Miscellaneous Textile Product Mills ,2387,Apparel Belts
314999,All Other Miscellaneous Textile Product Mills ,2389,"Apparel and Accessories, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2389,"Apparel and Accessories, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2392,"Household Furnishings, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2395,Pleating and Stitching
314999,All Other Miscellaneous Textile Product Mills ,2395,Pleating and Stitching
314999,All Other Miscellaneous Textile Product Mills ,2395,Pleating and Stitching
314999,All Other Miscellaneous Textile Product Mills ,2396,Automotive and Apparel Trimmings
314999,All Other Miscellaneous Textile Product Mills ,2396,Automotive and Apparel Trimmings
314999,All Other Miscellaneous Textile Product Mills ,2396,Automotive and Apparel Trimmings
314999,All Other Miscellaneous Textile Product Mills ,2399,"Fabricated Textile Products, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2399,"Fabricated Textile Products, Nec"
314999,All Other Miscellaneous Textile Product Mills ,2399,"Fabricated Textile Products, Nec"
314999,All Other Miscellaneous Textile Product Mills ,3151,Leather Gloves and Mittens
314999,All Other Miscellaneous Textile Product Mills ,3151,Leather Gloves and Mittens
314999,All Other Miscellaneous Textile Product Mills ,3569,"General Industrial Machinery,"
314999,All Other Miscellaneous Textile Product Mills ,7389,"Business Services, Nec"
315120,Apparel Knitting Mills,2253,Knit Outerwear Mills
315120,Apparel Knitting Mills,2253,Knit Outerwear Mills
315120,Apparel Knitting Mills,2254,Knit Underwear Mills
315120,Apparel Knitting Mills,2259,"Knitting Mills, Nec"
315120,Apparel Knitting Mills,2259,"Knitting Mills, Nec"
315120,Apparel Knitting Mills,2251,"Women's Hosiery, Except Socks"
315120,Apparel Knitting Mills,2252,"Hosiery, Nec"
315120,Apparel Knitting Mills,2252,"Hosiery, Nec"
315210,Cut and Sew Apparel Contractors ,2311,Men's and Boy's Suits and Coats
315210,Cut and Sew Apparel Contractors ,2321,Men's and Boy's Furnishings
315210,Cut and Sew Apparel Contractors ,2322,Men's and Boy's Underwear and Nightwear
315210,Cut and Sew Apparel Contractors ,2323,Men's and Boy's Neckwear
315210,Cut and Sew Apparel Contractors ,2325,Men's and Boy's Trousers and Slacks
315210,Cut and Sew Apparel Contractors ,2326,Men's and Boy's Work Clothing
315210,Cut and Sew Apparel Contractors ,2329,"Men's and Boy's Clothing, Nec"
315210,Cut and Sew Apparel Contractors ,2331,Women's and Misses' Blouses and Shirts
315210,Cut and Sew Apparel Contractors ,2335,"Women's, Junior's, and Misses' Dresses"
315210,Cut and Sew Apparel Contractors ,2337,Women's and Misses' Suits and Coats
315210,Cut and Sew Apparel Contractors ,2339,"Women's and Misses' Outerwear, Nec"
315210,Cut and Sew Apparel Contractors ,2341,Women's and Children's Underwear
315210,Cut and Sew Apparel Contractors ,2341,Women's and Children's Underwear
315210,Cut and Sew Apparel Contractors ,2342,"Bras, Girdles, and Allied Garments"
315210,Cut and Sew Apparel Contractors ,2353,"Hats, Caps, and Millinery"
315210,Cut and Sew Apparel Contractors ,2353,"Hats, Caps, and Millinery"
315210,Cut and Sew Apparel Contractors ,2361,"Girl's and Children's Dresses, Blouses"
315210,Cut and Sew Apparel Contractors ,2361,"Girl's and Children's Dresses, Blouses"
315210,Cut and Sew Apparel Contractors ,2369,"Girl's and Children's Outerwear, Nec"
315210,Cut and Sew Apparel Contractors ,2369,"Girl's and Children's Outerwear, Nec"
315210,Cut and Sew Apparel Contractors ,2371,Fur Goods
315210,Cut and Sew Apparel Contractors ,2371,Fur Goods
315210,Cut and Sew Apparel Contractors ,2381,Fabric Dress and Work Gloves
315210,Cut and Sew Apparel Contractors ,2381,Fabric Dress and Work Gloves
315210,Cut and Sew Apparel Contractors ,2384,Robes and Dressing Gowns
315210,Cut and Sew Apparel Contractors ,2384,Robes and Dressing Gowns
315210,Cut and Sew Apparel Contractors ,2385,Waterproof Outerwear
315210,Cut and Sew Apparel Contractors ,2385,Waterproof Outerwear
315210,Cut and Sew Apparel Contractors ,2386,Leather and Sheep-lined Clothing
315210,Cut and Sew Apparel Contractors ,2386,Leather and Sheep-lined Clothing
315210,Cut and Sew Apparel Contractors ,2387,Apparel Belts
315210,Cut and Sew Apparel Contractors ,2387,Apparel Belts
315210,Cut and Sew Apparel Contractors ,2389,"Apparel and Accessories, Nec"
315210,Cut and Sew Apparel Contractors ,2389,"Apparel and Accessories, Nec"
315210,Cut and Sew Apparel Contractors ,2395,Pleating and Stitching
315210,Cut and Sew Apparel Contractors ,2395,Pleating and Stitching
315210,Cut and Sew Apparel Contractors ,2396,Automotive and Apparel Trimmings
315210,Cut and Sew Apparel Contractors ,2396,Automotive and Apparel Trimmings
315210,Cut and Sew Apparel Contractors ,2399,"Fabricated Textile Products, Nec"
315210,Cut and Sew Apparel Contractors ,2399,"Fabricated Textile Products, Nec"
315210,Cut and Sew Apparel Contractors ,3151,Leather Gloves and Mittens
315210,Cut and Sew Apparel Contractors ,3151,Leather Gloves and Mittens
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2329,"Men's and Boy's Clothing, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2339,"Women's and Misses' Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2371,Fur Goods
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2386,Leather and Sheep-lined Clothing
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2389,"Apparel and Accessories, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,3069,"Fabricated Rubber Products, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2311,Men's and Boy's Suits and Coats
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2321,Men's and Boy's Furnishings
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2322,Men's and Boy's Underwear and Nightwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2325,Men's and Boy's Trousers and Slacks
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2326,Men's and Boy's Work Clothing
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2329,"Men's and Boy's Clothing, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2341,Women's and Children's Underwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2361,"Girl's and Children's Dresses, Blouses"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2384,Robes and Dressing Gowns
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,5699,Miscellaneous Apparel and Accessories
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,5699,Miscellaneous Apparel and Accessories
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2331,Women's and Misses' Blouses and Shirts
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2335,"Women's, Junior's, and Misses' Dresses"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2337,Women's and Misses' Suits and Coats
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2339,"Women's and Misses' Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2341,Women's and Children's Underwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2341,Women's and Children's Underwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2342,"Bras, Girdles, and Allied Garments"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2361,"Girl's and Children's Dresses, Blouses"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2361,"Girl's and Children's Dresses, Blouses"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2361,"Girl's and Children's Dresses, Blouses"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2369,"Girl's and Children's Outerwear, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2384,Robes and Dressing Gowns
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2385,Waterproof Outerwear
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,2389,"Apparel and Accessories, Nec"
315250,Cut and Sew Apparel Manufacturing (except Contractors) ,5699,Miscellaneous Apparel and Accessories
315990,Apparel Accessories and Other Apparel Manufacturing ,2323,Men's and Boy's Neckwear
315990,Apparel Accessories and Other Apparel Manufacturing ,2339,"Women's and Misses' Outerwear, Nec"
315990,Apparel Accessories and Other Apparel Manufacturing ,2353,"Hats, Caps, and Millinery"
315990,Apparel Accessories and Other Apparel Manufacturing ,2381,Fabric Dress and Work Gloves
315990,Apparel Accessories and Other Apparel Manufacturing ,2385,Waterproof Outerwear
315990,Apparel Accessories and Other Apparel Manufacturing ,2387,Apparel Belts
315990,Apparel Accessories and Other Apparel Manufacturing ,2389,"Apparel and Accessories, Nec"
315990,Apparel Accessories and Other Apparel Manufacturing ,2396,Automotive and Apparel Trimmings
315990,Apparel Accessories and Other Apparel Manufacturing ,2399,"Fabricated Textile Products, Nec"
315990,Apparel Accessories and Other Apparel Manufacturing ,3069,"Fabricated Rubber Products, Nec"
315990,Apparel Accessories and Other Apparel Manufacturing ,3151,Leather Gloves and Mittens
316110,Leather and Hide Tanning and Finishing,3111,Leather Tanning and Finishing
316110,Leather and Hide Tanning and Finishing,3999,"Manufacturing Industries, Nec"
316210,Footwear Manufacturing ,3021,Rubber and Plastics Footwear
316210,Footwear Manufacturing ,3142,House Slippers
316210,Footwear Manufacturing ,3143,"Men's Footwear, Except athletic"
316210,Footwear Manufacturing ,3144,"Women's Footwear, Except athletic"
316210,Footwear Manufacturing ,3149,"Footwear, Except Rubber, Nec"
316990,Other Leather and Allied Product Manufacturing ,3131,Footwear Cut Stock
316990,Other Leather and Allied Product Manufacturing ,3161,Luggage
316990,Other Leather and Allied Product Manufacturing ,3172,"Personal Leather Goods, Nec"
316990,Other Leather and Allied Product Manufacturing ,3199,"Leather Goods, Nec"
316990,Other Leather and Allied Product Manufacturing ,3171,Women's Handbags and Purses
321113,Sawmills ,2421,"Sawmills and Planing Mills, General"
321113,Sawmills ,2426,Hardwood Dimension and Flooring Mills
321113,Sawmills ,2429,"Special Product Sawmills, Nec"
321114,Wood Preservation ,2491,Wood Preserving
321211,Hardwood Veneer and Plywood Manufacturing ,2435,Hardwood Veneer and Plywood
321212,Softwood Veneer and Plywood Manufacturing ,2436,Softwood Veneer and Plywood
321215,Engineered Wood Member Manufacturing ,2439,"Structural Wood Members, Nec"
321215,Engineered Wood Member Manufacturing ,2439,"Structural Wood Members, Nec"
321219,Reconstituted Wood Product Manufacturing ,2493,Reconstituted Wood Products
321911,Wood Window and Door Manufacturing ,2431,Millwork
321912,"Cut Stock, Resawing Lumber, and Planing ",2421,"Sawmills and Planing Mills, General"
321912,"Cut Stock, Resawing Lumber, and Planing ",2426,Hardwood Dimension and Flooring Mills
321918,Other Millwork (including Flooring) ,2421,"Sawmills and Planing Mills, General"
321918,Other Millwork (including Flooring) ,2426,Hardwood Dimension and Flooring Mills
321918,Other Millwork (including Flooring) ,2431,Millwork
321920,Wood Container and Pallet Manufacturing,2421,"Sawmills and Planing Mills, General"
